Label,CPUUtilization
2022-11-01 4:40,0.298979406
2022-11-01 4:45,0.300037047
2022-11-01 4:50,0.332805409
2022-11-01 4:55,0.298907104
2022-11-01 5:00,0.300037047
2022-11-01 5:05,0.301713439
2022-11-01 5:10,0.299562901
2022-11-01 5:15,0.301129944
2022-11-01 5:20,0.332805409
2022-11-01 5:25,0.300037047
2022-11-01 5:30,0.333370381
2022-11-01 5:35,0.300037047
2022-11-01 5:40,0.3
2022-11-01 5:45,0.332240437
2022-11-01 5:50,0.301243002
2022-11-01 5:55,0.300583495
2022-11-01 6:00,0.3
2022-11-01 6:05,0.332277484
2022-11-01 6:10,0.300564972
2022-11-01 6:15,0.333442683
2022-11-01 6:20,0.300659506
2022-11-01 6:25,0.300037047
2022-11-01 6:30,0.3
2022-11-01 6:35,0.300056529
2022-11-01 6:40,0.332240437
2022-11-01 6:45,0.3
2022-11-01 6:50,0.301129944
2022-11-01 6:55,0.299472076
2022-11-01 7:00,0.298944151
2022-11-01 7:05,0.300583495
2022-11-01 7:10,0.332823933
2022-11-01 7:15,0.298907104
2022-11-01 7:20,0.300037047
2022-11-01 7:25,0.301129944
2022-11-01 7:30,0.300037047
2022-11-01 7:35,0.30178945
2022-11-01 7:40,0.332314532
2022-11-01 7:45,0.332277484
2022-11-01 7:50,0.300037047
2022-11-01 7:55,0.335669231
2022-11-01 8:00,0.331219843
2022-11-01 8:05,0.334537371
2022-11-01 8:10,0.334572626
2022-11-01 8:15,0.331219843
2022-11-01 8:20,0.301713439
2022-11-01 8:25,0.331366302
2022-11-01 8:30,0.333935352
2022-11-01 8:35,0.333370381
2022-11-01 8:40,0.300037047
2022-11-01 8:45,0.333370381
2022-11-01 8:50,0.299490599
2022-11-01 8:55,0.365776758
2022-11-01 9:00,0.301843228
2022-11-01 9:05,0.299055417
2022-11-01 9:10,0.334463277
2022-11-01 9:15,0.332277484
2022-11-01 9:20,0.301239293
2022-11-01 9:25,0.332899943
2022-11-01 9:30,0.3
2022-11-01 9:35,0.333370381
2022-11-01 9:40,0.333370381
2022-11-01 9:45,0.298944151
2022-11-01 9:50,0.367287209
2022-11-01 9:55,0.3339724
2022-11-01 10:00,0.301750486
2022-11-01 10:05,0.332277484
2022-11-01 10:10,0.299509123
2022-11-01 10:15,0.334500324
2022-11-01 10:20,0.331184588
2022-11-01 10:25,0.298982157
2022-11-01 10:30,0.33238875
2022-11-01 10:35,0.301804265
2022-11-01 10:40,0.332896235
2022-11-01 10:45,0.332240437
2022-11-01 10:50,0.300128831
2022-11-01 10:55,0.333370381
2022-11-01 11:00,0.300861598
2022-11-01 11:05,0.298907104
2022-11-01 11:10,0.333898305
2022-11-01 11:15,0.333407428
2022-11-01 11:20,0.300620543
2022-11-01 11:25,0.299016453
2022-11-01 11:30,0.333370381
2022-11-01 11:35,0.333407428
2022-11-01 11:40,0.267250162
2022-11-01 11:45,0.333370381
2022-11-01 11:50,2.328924701
2022-11-01 11:55,0.298414434
2022-11-01 12:00,0.334500324
2022-11-01 12:05,0.3
2022-11-01 12:10,0.333370381
2022-11-01 12:15,0.297905033
2022-11-01 12:20,0.302259887
2022-11-01 12:25,0.333518694
2022-11-01 12:30,0.299472076
2022-11-01 12:35,0.330709546
2022-11-01 12:40,0.3
2022-11-01 12:45,0.300037047
2022-11-01 12:50,0.300731808
2022-11-01 12:55,0.367833657
2022-11-01 13:00,0.298907104
2022-11-01 13:05,0.298963633
2022-11-01 13:10,0.3
2022-11-01 13:15,0.333518694
2022-11-01 13:20,0.332296008
2022-11-01 13:25,0.298925627
2022-11-01 13:30,0.299509123
2022-11-01 13:35,0.299509123
2022-11-01 13:40,0.300037047
2022-11-01 13:45,0.300620543
2022-11-01 13:50,0.332823933
2022-11-01 13:55,0.334500324
2022-11-01 14:00,0.300056529
2022-11-01 14:05,0.332349787
2022-11-01 14:10,0.300583495
2022-11-01 14:15,0.333370381
2022-11-01 14:20,0.299544378
2022-11-01 14:25,0.334539288
2022-11-01 14:30,0.266722238
2022-11-01 14:35,0.298907104
2022-11-01 14:40,0.332805409
2022-11-01 14:45,0.333590996
2022-11-01 14:50,0.301166991
2022-11-01 14:55,0.29788651
2022-11-01 15:00,0.33559322
2022-11-01 15:05,0.332842456
2022-11-01 15:10,0.298907104
2022-11-01 15:15,0.301713439
2022-11-01 15:20,0.300583495
2022-11-01 15:25,0.300113058
2022-11-01 15:30,0.333407428
2022-11-01 15:35,0.333370381
2022-11-01 15:40,0.298562747
2022-11-01 15:45,0.301129944
2022-11-01 15:50,0.299509123
2022-11-01 15:55,0.29788926
2022-11-01 16:00,0.331712513
2022-11-01 16:05,0.301694915
2022-11-01 16:10,0.332277484
2022-11-01 16:15,0.300037047
2022-11-01 16:20,0.3
2022-11-01 16:25,0.334463277
2022-11-01 16:30,0.300583495
2022-11-01 16:35,0.299016453
2022-11-01 16:40,0.299472076
2022-11-01 16:45,0.3
2022-11-01 16:50,0.332296008
2022-11-01 16:55,0.3
2022-11-01 17:00,0.30018536
2022-11-01 17:05,0.333407428
2022-11-01 17:10,0.334518848
2022-11-01 17:15,0.300674321
2022-11-01 17:20,0.298907104
2022-11-01 17:25,0.300037047
2022-11-01 17:30,0.300037047
2022-11-01 17:35,0.300564972
2022-11-01 17:40,0.332296966
2022-11-01 17:45,0.299016453
2022-11-01 17:50,0.300602019
2022-11-01 17:55,0.333370381
2022-11-01 18:00,0.298451481
2022-11-01 18:05,0.333483439
2022-11-01 18:10,0.300037047
2022-11-01 18:15,0.333446392
2022-11-01 18:20,0.299544378
2022-11-01 18:25,0.300583495
2022-11-01 18:30,0.333935352
2022-11-01 18:35,0.298979406
2022-11-01 18:40,0.332312739
2022-11-01 18:45,0.298982157
2022-11-01 18:50,0.300074095
2022-11-01 18:55,0.333333333
2022-11-01 19:00,0.298907104
2022-11-01 19:05,0.300109349
2022-11-01 19:10,0.301205954
2022-11-01 19:15,0.300602019
2022-11-01 19:20,0.299544378
2022-11-01 19:25,0.333442683
2022-11-01 19:30,0.29788651
2022-11-01 19:35,0.301205954
2022-11-01 19:40,0.3
2022-11-01 19:45,0.300620543
2022-11-01 19:50,0.299453552
2022-11-01 19:55,0.334576335
2022-11-01 20:00,0.300037047
2022-11-01 20:05,0.30067803
2022-11-01 20:10,0.299490599
2022-11-01 20:15,0.298451481
2022-11-01 20:20,0.335065296
2022-11-01 20:25,0.299490599
2022-11-01 20:30,0.301166991
2022-11-01 20:35,0.300731808
2022-11-01 20:40,0.297814208
2022-11-01 20:45,0.336195239
2022-11-01 20:50,0.298944151
2022-11-01 20:55,0.3
2022-11-01 21:00,0.299490599
2022-11-01 21:05,0.334463277
2022-11-01 21:10,0.3
2022-11-01 21:15,0.300037047
2022-11-01 21:20,0.300037047
2022-11-01 21:25,0.300037047
2022-11-01 21:30,0.300602019
2022-11-01 21:35,0.333446392
2022-11-01 21:40,0.300639066
2022-11-01 21:45,0.300583495
2022-11-01 21:50,0.301129944
2022-11-01 21:55,0.332277484
2022-11-01 22:00,0.301166991
2022-11-01 22:05,0.331747767
2022-11-01 22:10,0.299490599
2022-11-01 22:15,0.266723196
2022-11-01 22:20,0.299509123
2022-11-01 22:25,0.300620543
2022-11-01 22:30,0.333442683
2022-11-01 22:35,0.333407428
2022-11-01 22:40,0.300037047
2022-11-01 22:45,0.300037047
2022-11-01 22:50,0.266211044
2022-11-01 22:55,0.333333333
2022-11-01 23:00,0.333370381
2022-11-01 23:05,0.298907104
2022-11-01 23:10,0.300037047
2022-11-01 23:15,0.299547128
2022-11-01 23:20,0.266666667
2022-11-01 23:25,0.334576335
2022-11-01 23:30,0.299490599
2022-11-01 23:35,0.300620543
2022-11-01 23:40,0.299509123
2022-11-01 23:45,0.333333333
2022-11-01 23:50,0.298944151
2022-11-01 23:55,0.333464915
2022-11-02 0:00,0.300696554
2022-11-02 0:05,0.299472076
2022-11-02 0:10,0.300620543
2022-11-02 0:15,0.298979406
2022-11-02 0:20,0.301129944
2022-11-02 0:25,0.333370381
2022-11-02 0:30,0.300037047
2022-11-02 0:35,0.298944151
2022-11-02 0:40,0.300056529
2022-11-02 0:45,0.300037047
2022-11-02 0:50,0.299509123
2022-11-02 0:55,0.333333333
2022-11-02 1:00,0.267268686
2022-11-02 1:05,0.331184588
2022-11-02 1:10,0.300093576
2022-11-02 1:15,0.300074095
2022-11-02 1:20,0.300037047
2022-11-02 1:25,0.332349787
2022-11-02 1:30,0.300204842
2022-11-02 1:35,0.298963633
2022-11-02 1:40,0.300564972
2022-11-02 1:45,0.33125689
2022-11-02 1:50,0.26617579
2022-11-02 1:55,0.334500324
2022-11-02 2:00,0.300037047
2022-11-02 2:05,0.333370381
2022-11-02 2:10,0.299509123
2022-11-02 2:15,0.299472076
2022-11-02 2:20,0.267250162
2022-11-02 2:25,0.300639066
2022-11-02 2:30,0.299562901
2022-11-02 2:35,0.335065296
2022-11-02 2:40,0.266138742
2022-11-02 2:45,0.298907104
2022-11-02 2:50,0.298451481
2022-11-02 2:55,0.335706279
2022-11-02 3:00,0.298414434
2022-11-02 3:05,0.300074095
2022-11-02 3:10,0.300037047
2022-11-02 3:15,0.400226116
2022-11-02 3:20,0.30018536
2022-11-02 3:25,0.330709546
2022-11-02 3:30,0.298379179
2022-11-02 3:35,0.300602019
2022-11-02 3:40,0.3
2022-11-02 3:45,0.33347973
2022-11-02 3:50,0.3
2022-11-02 3:55,0.300037047
2022-11-02 4:00,0.298944151
2022-11-02 4:05,0.300113058
2022-11-02 4:10,0.301129944
2022-11-02 4:15,0.333370381
2022-11-02 4:20,0.300074095
2022-11-02 4:25,0.299016453
2022-11-02 4:30,0.302259887
2022-11-02 4:35,0.299509123
2022-11-02 4:40,0.332277484
2022-11-02 4:45,0.300037047
2022-11-02 4:50,0.300583495
2022-11-02 4:55,0.333370381
2022-11-02 5:00,0.266666667
2022-11-02 5:05,0.333407428
2022-11-02 5:10,0.3
2022-11-02 5:15,0.300109349
2022-11-02 5:20,0.298379179
2022-11-02 5:25,0.300602977
2022-11-02 5:30,0.334539288
2022-11-02 5:35,0.299490599
2022-11-02 5:40,0.301166991
2022-11-02 5:45,0.26668519
2022-11-02 5:50,0.299472076
2022-11-02 5:55,0.332277484
2022-11-02 6:00,0.300074095
2022-11-02 6:05,0.298416227
2022-11-02 6:10,0.30067803
2022-11-02 6:15,0.300113058
2022-11-02 6:20,0.333333333
2022-11-02 6:25,0.300109349
